Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate
60000,1.8674711,-0.030827882,-0.9355318621448068,795.0212765957447,-0.9355319543404782,0.002823478,0.068188146,0.0002952697
120000,1.8237693,-0.09978303,-0.9036970789240772,917.5142857142857,-0.9036971862827029,0.0011683479,0.06983849,0.00028651804
180000,1.7838922,-0.097396396,-0.8835999405560465,866.9027777777778,-0.8836000408563349,0.0018487419,0.068675734,0.00027748258
240000,1.7716885,-0.09751464,-0.8601730749592682,846.6567164179105,-0.8601731755284231,0.0022356638,0.06693439,0.0002685239
300000,1.6981769,-0.04904413,-0.33168395330270867,617.8,-0.33168402332812547,0.005313117,0.06853788,0.0002595906
360000,1.4737988,-0.036877558,-0.20042317444559948,513.5982142857143,-0.20042323154796446,0.0063473633,0.07122852,0.00025047772
420000,1.4639561,-0.038880765,-0.26850561635117903,568.8962264150944,-0.26850568035722905,0.0060920566,0.06992745,0.00024140083
480000,1.3412163,-0.034474302,-0.1950176618766633,531.6283185840708,-0.1950177208116624,0.007205569,0.06853712,0.00023248619
540000,1.3690819,-0.03308808,-0.18331450814796632,549.0727272727273,-0.18331457122483036,0.005990709,0.068385646,0.00022351461
600000,1.2730975,0.0027974579,-0.07905416941883861,504.5700934579439,-0.07905422840441499,0.006010628,0.06878343,0.00021441012
660000,1.1789165,-0.0113639105,-0.15736311918794454,510.5964912280702,-0.1573631737315864,0.006759725,0.071129,0.00020548604
720000,1.2911727,-0.019670093,-0.11955250556725255,504.6779661016949,-0.11955256299194643,0.0065108803,0.06784075,0.00019655388
780000,1.2239877,-0.03789552,-0.3365662704731987,631.7157894736843,-0.33656634233499827,0.0039954805,0.06765144,0.0001874837
840000,1.1883435,-0.013461793,-0.08184782486248754,521.3931623931624,-0.08184788232812515,0.0065480988,0.067549005,0.00017843612
900000,1.3391286,-0.016616493,-0.07681004950953275,470.9075630252101,-0.07681010071845616,0.0072000544,0.06698298,0.00016952305
960000,1.279739,-0.03405546,-0.26516629209555226,582.5742574257425,-0.2651663590775858,0.005179036,0.06645194,0.00016060118
1020000,1.0760392,-0.02744987,-0.1440385552424439,545.8508771929825,-0.14403861617310004,0.0059333807,0.0683814,0.00015149775
1080000,1.0457188,0.016243437,0.014281996824973279,452.1967213114754,0.014281945791645129,0.0071187406,0.06955799,0.00014239928
1140000,0.9488863,0.06631388,0.25776747125226307,360.8488372093023,0.2577674319361185,0.010051058,0.07101612,0.00013350493
1200000,0.8943517,0.06847795,0.24609059597121746,375.54716981132077,0.24609055306832744,0.008708088,0.07033925,0.00012459765
1260000,0.78020716,0.04250027,0.2183649657120665,385.8051948051948,0.2183649217492187,0.008196284,0.068132564,0.00011552428
1320000,0.78026164,0.03587208,0.2427579240443983,367.13157894736844,0.24275788454044805,0.008304466,0.067766674,0.000106459265
1380000,0.8309717,0.118297815,0.4125787281928852,294.712962962963,0.41257869731634855,0.012025619,0.069581695,9.75256e-05
1440000,0.85211694,0.09893324,0.3599754443597673,314.2737430167598,0.3599754093246087,0.010601028,0.06754001,8.8603345e-05
1500000,0.67927176,0.094050966,0.4117905518362501,304.3578947368421,0.4117905185018715,0.010285963,0.071476534,7.950663e-05
1560000,0.654666,0.050730076,0.2409455994717133,370.82911392405066,0.2409455591128974,0.009206631,0.06988713,7.044034e-05
1620000,0.6547094,0.12318263,0.43050710236751816,272.1504424778761,0.43050707266789623,0.013790049,0.06870047,6.1501e-05
1680000,0.6383283,0.11937122,0.4454293811407155,263.14220183486236,0.44542935189850835,0.012883613,0.06743429,5.2552386e-05
1740000,0.6524695,0.137106,0.4827150457188044,260.6781115879828,0.48271501969242303,0.014005965,0.07080704,4.348239e-05
1800000,0.6718006,0.18027292,0.5690184034950588,227.29044117647058,0.5690183818532044,0.0153160095,0.06924955,3.4518136e-05
1860000,0.63045514,0.3518323,0.7510799216726587,135.7852193995381,0.7510799089098225,0.019731486,0.06870561,2.5578083e-05
1920000,0.6462554,0.32379746,0.7047710747732008,153.15245478036175,0.7047710602462908,0.018513387,0.06733448,1.6499864e-05
1980000,0.6539073,0.3524551,0.7453484284492709,122.35095137420718,0.7448822059195047,0.021731237,0.06994539,7.446089e-06
